week;rank;rise;rise_nb;name;artist;last_week;peak;week_chart
"
                March 9, 2019
                ";54;New;-;Walk Me Home;P!nk;-;54;1
"
                March 9, 2019
                ";55;Failing;-5;Talk;Khalid;50;44;3
"
                March 9, 2019
                ";56;Rising;+4;Mixed Personalities;YNW Melly Featuring Kanye West;60;56;6
"
                March 9, 2019
                ";57;Rising;+9;Millionaire;Chris Stapleton;66;57;12
"
                March 9, 2019
                ";58;Failing;-7;Girl Like You;Jason Aldean;51;46;14
"
                March 9, 2019
                ";59;Rising;+33;Con Calma;Daddy Yankee & Katy Perry Featuring Snow;92;59;4
"
                March 9, 2019
                ";60;Failing;-12;Needy;Ariana Grande;48;14;3
"
                March 9, 2019
                ";61;Failing;-7;What Makes You Country;Luke Bryan;54;54;9
"
                March 9, 2019
                ";62;Re-Enter;-;I'll Never Love Again;Lady Gaga;-;36;7
"
                March 9, 2019
                ";63;Rising;+2;Undecided;Chris Brown;65;35;8
"
                March 9, 2019
                ";64;New;-;Clout;Offset Featuring Cardi B;-;64;1
"
                March 9, 2019
                ";65;New;-;How Did I Get Here;Offset Featuring  J. Cole;-;65;1
"
                March 9, 2019
                ";66;Rising;+19;Who Do You Love;The Chainsmokers Featuring 5 Seconds Of Summer;85;56;3
"
                March 9, 2019
                ";67;Rising;+5;Nights Like This;Kehlani Featuring Ty Dolla $ign;72;67;7
"
                March 9, 2019
                ";68;Failing;-22;NASA;Ariana Grande;46;17;3
"
                March 9, 2019
                ";69;Rising;+14;Burn Out;Midland;83;69;8
"
                March 9, 2019
                ";70;New;-;Outstanding;Gunna;-;70;1
"
                March 9, 2019
                ";71;Failing;-4;Here Tonight;Brett Young;67;67;8
"
                March 9, 2019
                ";72;New;-;Be Like Me;Lil Pump Featuring Lil Wayne;-;72;1
"
                March 9, 2019
                ";73;Rising;+14;Worth It;YK Osiris;87;73;2
"
                March 9, 2019
                ";74;New;-;3 Headed Snake;Gunna Featuring Young Thug;-;74;1
"
                March 9, 2019
                ";75;New;-;Wit It;Gunna;-;75;1
"
                March 9, 2019
                ";76;Rising;+2;Ella Quiere Beber;Anuel AA & Romeo Santos;78;61;17
"
                March 9, 2019
                ";77;Failing;-13;This Feeling;The Chainsmokers Featuring Kelsea Ballerini;64;50;20
"
                March 9, 2019
                ";78;Re-Enter;-;One Call;Gunna;-;56;2
"
                March 9, 2019
                ";79;Failing;-8;Armed And Dangerous;Juice WRLD;71;44;16
"
                March 9, 2019
                ";80;Failing;-3;Down To The Honkytonk;Jake Owen;77;74;9
"
                March 9, 2019
                ";81;Rising;+9;Shot Clock;Ella Mai;90;81;5
"
                March 9, 2019
                ";82;Failing;-1;Miss Me More;Kelsea Ballerini;81;81;4
"
                March 9, 2019
                ";83;Failing;-15;Calling My Spirit;Kodak Black;68;46;13
"
                March 9, 2019
                ";84;Failing;-21;Nothing Breaks Like A Heart;Mark Ronson Featuring Miley Cyrus;63;43;13
"
                March 9, 2019
                ";85;Failing;-27;Imagine;Ariana Grande;58;21;8
"
                March 9, 2019
                ";86;New;-;Lick;Offset;-;86;1
"
                March 9, 2019
                ";87;New;-;Girls Need Love;Summer Walker X Drake;-;87;1
"
                March 9, 2019
                ";88;Failing;-4;Eyes On You;Chase Rice;84;84;2
"
                March 9, 2019
                ";89;Failing;-19;Love Someone;Lukas Graham;70;70;9
"
                March 9, 2019
                ";90;Failing;-35;Bad Idea;Ariana Grande;55;27;3
"
                March 9, 2019
                ";91;New;-;Speed It Up;Gunna;-;91;1
"
                March 9, 2019
                ";92;Re-Enter;-;Secreto;Anuel AA & Karol G;-;68;4
"
                March 9, 2019
                ";93;Failing;-40;Bloodline;Ariana Grande;53;22;3
"
                March 9, 2019
                ";94;New;-;I Guess I Just Feel Like;John Mayer;-;94;1
"
                March 9, 2019
                ";95;New;-;Good As You;Kane Brown;-;95;1
"
                March 9, 2019
                ";96;Failing;-21;Put A Date On It;Yo Gotti Featuring Lil Baby;75;59;5
"
                March 9, 2019
                ";97;New;-;Same Yung N***a;Gunna Featuring Playboi Carti;-;97;1
"
                March 9, 2019
                ";98;Failing;-18;Talk You Out Of It;Florida Georgia Line;80;80;2
"
                March 9, 2019
                ";99;Failing;-3;Make It Sweet;Old Dominion;96;84;9
"
                March 9, 2019
                ";100;New;-;Faucet Failure;Ski Mask The Slump God;-;100;1
"
                March 16, 2019
                ";1;New;-;Sucker;Jonas Brothers;-;1;1
"
                March 16, 2019
                ";2;Steady;-;7 Rings;Ariana Grande;2;1;7
"
                March 16, 2019
                ";3;Rising;+11;Please Me;Cardi B & Bruno Mars;14;3;3
"
                March 16, 2019
                ";4;Steady;-;Sunflower (Spider-Man: Into The Spider-Verse);Post Malone & Swae Lee;4;1;20
"
                March 16, 2019
                ";5;Failing;-2;Without Me;Halsey;3;1;22
"
                March 16, 2019
                ";6;Failing;-5;Shallow;Lady Gaga & Bradley Cooper;1;1;23
"
                March 16, 2019
                ";7;Rising;+1;Wow.;Post Malone;8;7;11
"
                March 16, 2019
                ";8;Failing;-2;Happier;Marshmello & Bastille;6;2;29
"
                March 16, 2019
                ";9;Failing;-4;Middle Child;J. Cole;5;4;7
"
                March 16, 2019
                ";10;Steady;-;Sicko Mode;Travis Scott;10;1;31
"
                March 16, 2019
                ";11;Failing;-4;Thank U, Next;Ariana Grande;7;1;18
"
                March 16, 2019
                ";12;Failing;-1;High Hopes;Panic! At The Disco;11;4;31
"
                March 16, 2019
                ";13;Failing;-4;Thotiana;Blueface;9;9;8
"
                March 16, 2019
                ";14;Failing;-2;Eastside;benny blanco, Halsey & Khalid;12;9;34
"
                March 16, 2019
                ";15;Failing;-2;Break Up With Your Girlfriend, I'm Bored;Ariana Grande;13;2;4
"
                March 16, 2019
                ";16;Steady;-;Going Bad;Meek Mill Featuring Drake;16;6;14
"
                March 16, 2019
                ";17;Failing;-2;Murder On My Mind;YNW Melly;15;14;7
"
                March 16, 2019
                ";18;Steady;-;A Lot;21 Savage;18;12;11
"
                March 16, 2019
                ";19;Failing;-2;Girls Like You;Maroon 5 Featuring Cardi B;17;1;41
"
                March 16, 2019
                ";20;Rising;+2;Dancing With A Stranger;Sam Smith & Normani;22;20;8
"
                March 16, 2019
                ";21;Steady;-;Better;Khalid;21;18;25
"
                March 16, 2019
                ";22;Failing;-3;Drip Too Hard;Lil Baby & Gunna;19;4;25
"
                March 16, 2019
                ";23;Failing;-3;Money;Cardi B;20;13;20
"
                March 16, 2019
                ";24;Steady;-;Sweet But Psycho;Ava Max;24;24;12
"
                March 16, 2019
                ";25;Failing;-2;Beautiful Crazy;Luke Combs;23;23;17
"
                March 16, 2019
                ";26;Rising;+3;Be Alright;Dean Lewis;29;26;19
"
                March 16, 2019
                ";27;Failing;-1;MIA;Bad Bunny Featuring Drake;26;5;21
"
                March 16, 2019
                ";28;Failing;-3;ZEZE;Kodak Black Featuring Travis Scott & Offset;25;2;21
"
                March 16, 2019
                ";29;Failing;-2;Better Now;Post Malone;27;3;45
"
                March 16, 2019
                ";30;Rising;+1;Youngblood;5 Seconds Of Summer;31;7;40
"
                March 16, 2019
                ";31;Rising;+2;Close To Me;Ellie Goulding X Diplo Featuring Swae Lee;33;28;16
"
                March 16, 2019
                ";32;Failing;-2;You Say;Lauren Daigle;30;30;34
"
                March 16, 2019
                ";33;Failing;-1;Tequila;Dan + Shay;32;21;44
"
                March 16, 2019
                ";34;Failing;-6;Robbery;Juice WRLD;28;27;3
"
                March 16, 2019
                ";35;Steady;-;Look Back At It;A Boogie Wit da Hoodie;35;32;13
"
                March 16, 2019
                ";36;Rising;+4;Lucid Dreams;Juice WRLD;40;2;43
"
                March 16, 2019
                ";37;Rising;+50;Girls Need Love;Summer Walker X Drake;87;37;2
"
                March 16, 2019
                ";38;Failing;-4;Baby Shark;Pinkfong;34;32;10
"
                March 16, 2019
                ";39;New;-;I;Lil Skies;-;39;1
"
                March 16, 2019
                ";40;Rising;+2;Envy Me;Calboy;42;40;12
"
                March 16, 2019
                ";41;Failing;-2;I Like It;Cardi B, Bad Bunny & J Balvin;39;1;48
"
                March 16, 2019
                ";42;Failing;-1;Bury A Friend;Billie Eilish;41;14;6
"
                March 16, 2019
                ";43;Failing;-5;Taki Taki;DJ Snake Featuring Selena Gomez, Ozuna & Cardi B;38;11;23
"
                March 16, 2019
                ";44;Failing;-8;Wake Up In The Sky;Gucci Mane X Bruno Mars X Kodak Black;36;11;25
"
                March 16, 2019
                ";45;Failing;-8;Leave Me Alone;Flipp Dinero;37;20;25
"
                March 16, 2019
                ";46;Failing;-1;Twerk;City Girls Featuring Cardi B;45;29;9
"
                March 16, 2019
                ";47;Failing;-4;Mo Bamba;Sheck Wes;43;6;28
"
                March 16, 2019
                ";48;Failing;-4;Swervin;A Boogie Wit da Hoodie Featuring 6ix9ine;44;38;11
"
                March 16, 2019
                ";49;Rising;+6;Talk;Khalid;55;44;4
"
                March 16, 2019
                ";50;Rising;+6;Mixed Personalities;YNW Melly Featuring Kanye West;56;50;7
"
                March 16, 2019
                ";51;Rising;+1;Pure Water;Mustard & Migos;52;51;6
"
                March 16, 2019
                ";52;New;-;Look What God Gave Her;Thomas Rhett;-;52;1
"
                March 16, 2019
                ";53;Failing;-2;This Is It;Scotty McCreery;51;42;13
"
                March 16, 2019
                ";54;Failing;-8;Take It From Me;Jordan Davis;46;46;10
"
                March 16, 2019
                ";55;Rising;+2;Millionaire;Chris Stapleton;57;55;13
"
                March 16, 2019
                ";56;New;-;Hear Me Calling;Juice WRLD;-;56;1
"
                March 16, 2019
                ";57;Rising;+2;Con Calma;Daddy Yankee & Katy Perry Featuring Snow;59;57;5
"
                March 16, 2019
                ";58;Rising;+5;Undecided;Chris Brown;63;35;9
"
                March 16, 2019
                ";59;Failing;-6;Close Friends;Lil Baby;53;28;19
"
                March 16, 2019
                ";60;Rising;+6;Who Do You Love;The Chainsmokers Featuring 5 Seconds Of Summer;66;56;4
"
                March 16, 2019
                ";61;Failing;-3;Girl Like You;Jason Aldean;58;46;15
"
                March 16, 2019
                ";62;Rising;+9;Here Tonight;Brett Young;71;62;9
"
                March 16, 2019
                ";63;Rising;+6;Burn Out;Midland;69;63;9
"
                March 16, 2019
                ";64;Failing;-17;Always Remember Us This Way;Lady Gaga;47;41;8
"
                March 16, 2019
                ";65;Rising;+8;Worth It;YK Osiris;73;65;3
"
                March 16, 2019
                ";66;Failing;-5;What Makes You Country;Luke Bryan;61;54;10
"
                March 16, 2019
                ";67;Rising;+9;Ella Quiere Beber;Anuel AA & Romeo Santos;76;61;18
"
                March 16, 2019
                ";68;Rising;+13;Shot Clock;Ella Mai;81;68;6
"
                March 16, 2019
                ";69;Rising;+11;Down To The Honkytonk;Jake Owen;80;69;10
"
                March 16, 2019
                ";70;Rising;+18;Eyes On You;Chase Rice;88;70;3
"
                March 16, 2019
                ";71;Re-Enter;-;There Was This Girl;Riley Green;-;71;2
"
                March 16, 2019
                ";72;Re-Enter;-;Bad Liar;Imagine Dragons;-;72;2
"
                March 16, 2019
                ";73;Failing;-23;Red Room;Offset;50;49;3
"
                March 16, 2019
                ";74;New;-;Wish You Were Gay;Billie Eilish;-;74;1
"
                March 16, 2019
                ";75;New;-;Whip;2 Chainz Featuring Travis Scott;-;75;1
"
                March 16, 2019
                ";76;Rising;+23;Make It Sweet;Old Dominion;99;76;10
"
                March 16, 2019
                ";77;New;-;Act Up;City Girls;-;77;1
"
                March 16, 2019
                ";78;Rising;+17;Good As You;Kane Brown;95;78;2
"
                March 16, 2019
                ";79;Failing;-12;Nights Like This;Kehlani Featuring Ty Dolla $ign;67;67;8
"
                March 16, 2019
                ";80;Rising;+3;Calling My Spirit;Kodak Black;83;46;14
"
                March 16, 2019
                ";81;Rising;+1;Miss Me More;Kelsea Ballerini;82;81;5
"
                March 16, 2019
                ";82;Failing;-3;Armed And Dangerous;Juice WRLD;79;44;17
"
                March 16, 2019
                ";83;New;-;Old Town Road;Lil Nas X Featuring Billy Ray Cyrus;-;83;1
"
                March 16, 2019
                ";84;Rising;+8;Secreto;Anuel AA & Karol G;92;68;5
"
                March 16, 2019
                ";85;New;-;Whiskey Glasses;Morgan Wallen;-;85;1
"
                March 16, 2019
                ";86;Re-Enter;-;Night Shift;Jon Pardi;-;86;3
"
                March 16, 2019
                ";87;Rising;+13;Faucet Failure;Ski Mask The Slump God;100;87;2
"
                March 16, 2019
                ";88;Failing;-34;Walk Me Home;P!nk;54;54;2
"
                March 16, 2019
                ";89;Re-Enter;-;One That Got Away;Michael Ray;-;89;2
"
                March 16, 2019
                ";90;Rising;+6;Put A Date On It;Yo Gotti Featuring Lil Baby;96;59;6
"
                March 16, 2019
                ";91;Re-Enter;-;Lovely;Billie Eilish & Khalid;-;64;18
"
                March 16, 2019
                ";92;Failing;-32;Needy;Ariana Grande;60;14;4
"
                March 16, 2019
                ";93;New;-;I Can't Get Enough;benny blanco, Tainy, Selena Gomez & J Balvin;-;93;1
"
                March 16, 2019
                ";94;New;-;Rule The World;2 Chainz Featuring Ariana Grande;-;94;1
"
                March 16, 2019
                ";95;Re-Enter;-;When The Party's Over;Billie Eilish;-;52;19
"
                March 16, 2019
                ";96;Failing;-7;Love Someone;Lukas Graham;89;70;10
"
                March 16, 2019
                ";97;Rising;+1;Talk You Out Of It;Florida Georgia Line;98;80;3
"
                March 16, 2019
                ";98;Re-Enter;-;Love Wins;Carrie Underwood;-;83;8
"
                March 16, 2019
                ";99;Re-Enter;-;On My Way To You;Cody Johnson;-;91;5
"
                March 16, 2019
                ";100;New;-;Momma I Hit A Lick;2 Chainz Featuring Kendrick Lamar;-;100;1
"
                March 23, 2019
                ";1;Rising;+1;7 Rings;Ariana Grande;2;1;8
"
                March 23, 2019
                ";2;Rising;+2;Sunflower (Spider-Man: Into The Spider-Verse);Post Malone & Swae Lee;4;1;21
"
                March 23, 2019
                ";3;Rising;+2;Without Me;Halsey;5;1;23
"
                March 23, 2019
                ";4;Failing;-1;Please Me;Cardi B & Bruno Mars;3;3;4
"
                March 23, 2019
                ";5;Rising;+2;Wow.;Post Malone;7;5;12
"
                March 23, 2019
                ";6;Failing;-5;Sucker;Jonas Brothers;1;1;2
"
                March 23, 2019
                ";7;Rising;+1;Happier;Marshmello & Bastille;8;2;30
"
                March 23, 2019
                ";8;Rising;+1;Middle Child;J. Cole;9;4;8
"
                March 23, 2019
                ";9;Failing;-3;Shallow;Lady Gaga & Bradley Cooper;6;1;24
"
                March 23, 2019
                ";10;Steady;-;Sicko Mode;Travis Scott;10;1;32
"
                March 23, 2019
                ";11;Rising;+2;Thotiana;Blueface;13;9;9
"
                March 23, 2019
                ";12;Steady;-;High Hopes;Panic! At The Disco;12;4;32
"
                March 23, 2019
                ";13;Rising;+1;Eastside;benny blanco, Halsey & Khalid;14;9;35
"
                March 23, 2019
                ";14;Rising;+2;Going Bad;Meek Mill Featuring Drake;16;6;15
"
                March 23, 2019
                ";15;Steady;-;Break Up With Your Girlfriend, I'm Bored;Ariana Grande;15;2;5
"
                March 23, 2019
                ";16;Failing;-5;Thank U, Next;Ariana Grande;11;1;19
"
                March 23, 2019
                ";17;Steady;-;Murder On My Mind;YNW Melly;17;14;8
"
                March 23, 2019
                ";18;Rising;+2;Dancing With A Stranger;Sam Smith & Normani;20;18;9
"
                March 23, 2019
                ";19;Rising;+2;Better;Khalid;21;18;26
"
                March 23, 2019
                ";20;Failing;-1;Girls Like You;Maroon 5 Featuring Cardi B;19;1;42
"
                March 23, 2019
                ";21;Failing;-3;A Lot;21 Savage;18;12;12
"
                March 23, 2019
                ";22;Rising;+2;Sweet But Psycho;Ava Max;24;22;13
"
                March 23, 2019
                ";23;Steady;-;Money;Cardi B;23;13;21
"
                March 23, 2019
                ";24;Failing;-2;Drip Too Hard;Lil Baby & Gunna;22;4;26
"
                March 23, 2019
                ";25;Rising;+1;Be Alright;Dean Lewis;26;25;20
"
                March 23, 2019
                ";26;Failing;-1;Beautiful Crazy;Luke Combs;25;23;18
"
                March 23, 2019
                ";27;Rising;+7;Robbery;Juice WRLD;34;27;4
"
                March 23, 2019
                ";28;Failing;-1;MIA;Bad Bunny Featuring Drake;27;5;22
"
                March 23, 2019
                ";29;Failing;-1;ZEZE;Kodak Black Featuring Travis Scott & Offset;28;2;22
"
                March 23, 2019
                ";30;Failing;-1;Better Now;Post Malone;29;3;46
"
                March 23, 2019
                ";31;Steady;-;Close To Me;Ellie Goulding X Diplo Featuring Swae Lee;31;28;17
"
                March 23, 2019
                ";32;Steady;-;You Say;Lauren Daigle;32;30;35
"
                March 23, 2019
                ";33;Failing;-3;Youngblood;5 Seconds Of Summer;30;7;41
"
                March 23, 2019
                ";34;Failing;-1;Tequila;Dan + Shay;33;21;45
"
                March 23, 2019
                ";35;Rising;+3;Baby Shark;Pinkfong;38;32;11
"
                March 23, 2019
                ";36;Failing;-1;Look Back At It;A Boogie Wit da Hoodie;35;32;14
"
                March 23, 2019
                ";37;Failing;-1;Lucid Dreams;Juice WRLD;36;2;44
"
                March 23, 2019
                ";38;Rising;+18;Hear Me Calling;Juice WRLD;56;38;2
"
                March 23, 2019
                ";39;Rising;+4;Taki Taki;DJ Snake Featuring Selena Gomez, Ozuna & Cardi B;43;11;24
"
                March 23, 2019
                ";40;Rising;+11;Pure Water;Mustard & Migos;51;40;7
"
                March 23, 2019
                ";41;New;-;Empty;Juice WRLD;-;41;1
"
                March 23, 2019
                ";42;Rising;+7;Talk;Khalid;49;42;5
"
                March 23, 2019
                ";43;Failing;-3;Envy Me;Calboy;40;40;13
"
                March 23, 2019
                ";44;Failing;-3;I Like It;Cardi B, Bad Bunny & J Balvin;41;1;49
"
                March 23, 2019
                ";45;Failing;-3;Bury A Friend;Billie Eilish;42;14;7
"
                March 23, 2019
                ";46;Rising;+4;Mixed Personalities;YNW Melly Featuring Kanye West;50;46;8
"
                March 23, 2019
                ";47;New;-;Fast;Juice WRLD;-;47;1
"
                March 23, 2019
                ";48;Failing;-4;Wake Up In The Sky;Gucci Mane X Bruno Mars X Kodak Black;44;11;26
"
                March 23, 2019
                ";49;Failing;-1;Swervin;A Boogie Wit da Hoodie Featuring 6ix9ine;48;38;12
"
                March 23, 2019
                ";50;Failing;-4;Twerk;City Girls Featuring Cardi B;46;29;10
"
                March 23, 2019
                ";51;Rising;+32;Old Town Road;Lil Nas X Featuring Billy Ray Cyrus;83;51;2
"
                March 23, 2019
                ";52;Failing;-15;Girls Need Love;Summer Walker X Drake;37;37;3
"
                March 23, 2019
                ";53;Rising;+2;Millionaire;Chris Stapleton;55;53;14
"
                March 23, 2019
                ";54;Rising;+3;Con Calma;Daddy Yankee & Katy Perry Featuring Snow;57;54;6
"
                March 23, 2019
                ";55;Failing;-2;This Is It;Scotty McCreery;53;42;14
"
                March 23, 2019
                ";56;Rising;+34;Put A Date On It;Yo Gotti Featuring Lil Baby;90;56;7
"
                March 23, 2019
                ";57;Failing;-18;I;Lil Skies;39;39;2
"
                March 23, 2019
                ";58;Failing;-4;Take It From Me;Jordan Davis;54;46;11
"
                March 23, 2019
                ";59;Rising;+15;Wish You Were Gay;Billie Eilish;74;59;2
"
                March 23, 2019
                ";60;Rising;+2;Here Tonight;Brett Young;62;60;10
"
                March 23, 2019
                ";61;Re-Enter;-;GIRL;Maren Morris;-;61;2
"
                March 23, 2019
                ";62;Rising;+3;Worth It;YK Osiris;65;62;4
"
                March 23, 2019
                ";63;Rising;+14;Act Up;City Girls;77;63;2
"
                March 23, 2019
                ";64;Failing;-4;Who Do You Love;The Chainsmokers Featuring 5 Seconds Of Summer;60;56;5
"
                March 23, 2019
                ";65;New;-;Maze;Juice WRLD;-;65;1
"
                March 23, 2019
                ";66;Failing;-7;Close Friends;Lil Baby;59;28;20
"
                March 23, 2019
                ";67;Failing;-9;Undecided;Chris Brown;58;35;10
"
                March 23, 2019
                ";68;Failing;-7;Girl Like You;Jason Aldean;61;46;16
"
                March 23, 2019
                ";69;Rising;+1;Eyes On You;Chase Rice;70;69;4
"
                March 23, 2019
                ";70;Rising;+2;Bad Liar;Imagine Dragons;72;70;3
"
                March 23, 2019
                ";71;Failing;-3;Shot Clock;Ella Mai;68;68;7
"
                March 23, 2019
                ";72;Re-Enter;-;Pure Cocaine;Lil Baby;-;46;12
"
                March 23, 2019
                ";73;Rising;+5;Good As You;Kane Brown;78;73;3
"
                March 23, 2019
                ";74;Failing;-3;There Was This Girl;Riley Green;71;71;3
"
                March 23, 2019
                ";75;New;-;Here With Me;Marshmello Featuring CHVRCHES;-;75;1
"
                March 23, 2019
                ";76;Failing;-7;Down To The Honkytonk;Jake Owen;69;69;11
"
                March 23, 2019
                ";77;New;-;My Bad;Khalid;-;77;1
"
                March 23, 2019
                ";78;Re-Enter;-;Saturday Nights;Khalid & Kane Brown;-;57;6
"
                March 23, 2019
                ";79;Failing;-3;Make It Sweet;Old Dominion;76;76;11
"
                March 23, 2019
                ";80;Rising;+5;Whiskey Glasses;Morgan Wallen;85;80;2
"
                March 23, 2019
                ";81;Failing;-14;Ella Quiere Beber;Anuel AA & Romeo Santos;67;61;19
"
                March 23, 2019
                ";82;Failing;-30;Look What God Gave Her;Thomas Rhett;52;52;2
"
                March 23, 2019
                ";83;Failing;-2;Miss Me More;Kelsea Ballerini;81;81;6
"
                March 23, 2019
                ";84;Rising;+5;One That Got Away;Michael Ray;89;84;3
"
                March 23, 2019
                ";85;New;-;Undrunk;FLETCHER;-;85;1
"
                March 23, 2019
                ";86;Steady;-;Night Shift;Jon Pardi;86;86;4
"
                March 23, 2019
                ";87;Failing;-7;Calling My Spirit;Kodak Black;80;46;15
"
                March 23, 2019
                ";88;New;-;Rumor;Lee Brice;-;88;1
"
                March 23, 2019
                ";89;Failing;-5;Secreto;Anuel AA & Karol G;84;68;6
"
                March 23, 2019
                ";90;Failing;-24;What Makes You Country;Luke Bryan;66;54;11
"
                March 23, 2019
                ";91;New;-;Flaws And Sins;Juice WRLD;-;91;1
"
                March 23, 2019
                ";92;New;-;Calma;Pedro Capo X Farruko;-;92;1
"
                March 23, 2019
                ";93;Failing;-2;Lovely;Billie Eilish & Khalid;91;64;19
"
                March 23, 2019
                ";94;Rising;+1;When The Party's Over;Billie Eilish;95;52;20
"
                March 23, 2019
                ";95;Failing;-16;Nights Like This;Kehlani Featuring Ty Dolla $ign;79;67;9
"
                March 23, 2019
                ";96;New;-;I've Been Waiting;Lil Peep & iLoveMakonnen Featuring Fall Out Boy;-;96;1
"
                March 23, 2019
                ";97;Failing;-4;I Can't Get Enough;benny blanco, Tainy, Selena Gomez & J Balvin;93;93;2
"
                March 23, 2019
                ";98;Failing;-1;Talk You Out Of It;Florida Georgia Line;97;80;4
"
                March 23, 2019
                ";99;Failing;-12;Faucet Failure;Ski Mask The Slump God;87;87;3
"
                March 23, 2019
                ";100;Failing;-36;Always Remember Us This Way;Lady Gaga;64;41;9
"
                March 30, 2019
                ";1;Steady;-;7 Rings;Ariana Grande;1;1;9
"
                March 30, 2019
                ";2;Rising;+1;Without Me;Halsey;3;1;24
"
                March 30, 2019
                ";3;Failing;-1;Sunflower (Spider-Man: Into The Spider-Verse);Post Malone & Swae Lee;2;1;22
"
                March 30, 2019
                ";4;Rising;+1;Wow.;Post Malone;5;4;13
"
                March 30, 2019
                ";5;Failing;-1;Please Me;Cardi B & Bruno Mars;4;3;5
"
                March 30, 2019
                ";6;Rising;+1;Happier;Marshmello & Bastille;7;2;31
"
                March 30, 2019
                ";7;Rising;+2;Shallow;Lady Gaga & Bradley Cooper;9;1;25
"
                March 30, 2019
                ";8;Failing;-2;Sucker;Jonas Brothers;6;1;3
"
                March 30, 2019
                ";9;Failing;-1;Middle Child;J. Cole;8;4;9
"
                March 30, 2019
                ";10;Rising;+4;Going Bad;Meek Mill Featuring Drake;14;6;16
"
                March 30, 2019
                ";11;Steady;-;Thotiana;Blueface;11;9;10
"
                March 30, 2019
                ";12;Rising;+1;Eastside;benny blanco, Halsey & Khalid;13;9;36
"
                March 30, 2019
                ";13;Failing;-3;Sicko Mode;Travis Scott;10;1;33
"
                March 30, 2019
                ";14;Failing;-2;High Hopes;Panic! At The Disco;12;4;33
"
                March 30, 2019
                ";15;Steady;-;Break Up With Your Girlfriend, I'm Bored;Ariana Grande;15;2;6
"
                March 30, 2019
                ";16;Rising;+1;Murder On My Mind;YNW Melly;17;14;9
"
                March 30, 2019
                ";17;Rising;+1;Dancing With A Stranger;Sam Smith & Normani;18;17;10
"
                March 30, 2019
                ";18;Rising;+1;Better;Khalid;19;18;27
"
                March 30, 2019
                ";19;Failing;-3;Thank U, Next;Ariana Grande;16;1;20
"
                March 30, 2019
                ";20;Rising;+2;Sweet But Psycho;Ava Max;22;20;14
"
                March 30, 2019
                ";21;Steady;-;A Lot;21 Savage;21;12;13
"
                March 30, 2019
                ";22;Failing;-2;Girls Like You;Maroon 5 Featuring Cardi B;20;1;43
"
                March 30, 2019
                ";23;Rising;+2;Be Alright;Dean Lewis;25;23;21
"
                March 30, 2019
                ";24;Steady;-;Drip Too Hard;Lil Baby & Gunna;24;4;27
"
                March 30, 2019
                ";25;Rising;+1;Beautiful Crazy;Luke Combs;26;23;19
"
                March 30, 2019
                ";26;Failing;-3;Money;Cardi B;23;13;22
"
                March 30, 2019
                ";27;Rising;+3;Better Now;Post Malone;30;3;47
"
                March 30, 2019
                ";28;Rising;+3;Close To Me;Ellie Goulding X Diplo Featuring Swae Lee;31;28;18
"
                March 30, 2019
                ";29;Rising;+3;You Say;Lauren Daigle;32;29;36
"
                March 30, 2019
                ";30;Failing;-2;MIA;Bad Bunny Featuring Drake;28;5;23
"
                March 30, 2019
                ";31;Failing;-2;ZEZE;Kodak Black Featuring Travis Scott & Offset;29;2;23
"
                March 30, 2019
                ";32;Rising;+19;Old Town Road;Lil Nas X Featuring Billy Ray Cyrus;51;32;3
"
                March 30, 2019
                ";33;Steady;-;Youngblood;5 Seconds Of Summer;33;7;42
"
                March 30, 2019
                ";34;Rising;+6;Pure Water;Mustard & Migos;40;34;8
"
                March 30, 2019
                ";35;Failing;-8;Robbery;Juice WRLD;27;27;5
"
                March 30, 2019
                ";36;Steady;-;Look Back At It;A Boogie Wit da Hoodie;36;32;15
"
                March 30, 2019
                ";37;Failing;-2;Baby Shark;Pinkfong;35;32;12
"
                March 30, 2019
                ";38;Failing;-4;Tequila;Dan + Shay;34;21;46
"
                March 30, 2019
                ";39;Rising;+4;Envy Me;Calboy;43;39;14
"
                March 30, 2019
                ";40;Failing;-3;Lucid Dreams;Juice WRLD;37;2;45
"
                March 30, 2019
                ";41;Rising;+1;Talk;Khalid;42;41;6
"
                March 30, 2019
                ";42;Failing;-3;Taki Taki;DJ Snake Featuring Selena Gomez, Ozuna & Cardi B;39;11;25
"
                March 30, 2019
                ";43;Rising;+3;Mixed Personalities;YNW Melly Featuring Kanye West;46;43;9
"
                March 30, 2019
                ";44;Steady;-;I Like It;Cardi B, Bad Bunny & J Balvin;44;1;50
"
                March 30, 2019
                ";45;Rising;+4;Swervin;A Boogie Wit da Hoodie Featuring 6ix9ine;49;38;13
"
                March 30, 2019
                ";46;Failing;-1;Bury A Friend;Billie Eilish;45;14;8
"
                March 30, 2019
                ";47;Rising;+6;Millionaire;Chris Stapleton;53;47;15
"
                March 30, 2019
                ";48;Rising;+6;Con Calma;Daddy Yankee & Katy Perry Featuring Snow;54;48;7
"
                March 30, 2019
                ";49;Rising;+7;Put A Date On It;Yo Gotti Featuring Lil Baby;56;49;8
"
                March 30, 2019
                ";50;Rising;+13;Act Up;City Girls;63;50;3
"
                March 30, 2019
                ";51;Failing;-1;Twerk;City Girls Featuring Cardi B;50;29;11
"
                March 30, 2019
                ";52;Steady;-;Girls Need Love;Summer Walker X Drake;52;37;4
