week;rank;rise;rise_nb;name;artist;last_week;peak;week_chart
"
                June 8, 2019
                ";80;Rising;+16;Calma;Pedro Capo X Farruko;96;71;11
"
                June 8, 2019
                ";81;Failing;-10;Boy With Luv;BTS Featuring Halsey;71;8;7
"
                June 8, 2019
                ";82;Failing;-7;Racks In The Middle;Nipsey Hussle Featuring Roddy Ricch & Hit-Boy;75;26;9
"
                June 8, 2019
                ";83;Rising;+10;All To Myself;Dan + Shay;93;83;4
"
                June 8, 2019
                ";84;Rising;+3;Shotta Flow;NLE Choppa;87;81;6
"
                June 8, 2019
                ";85;Rising;+14;Baila Baila Baila;Ozuna x Daddy Yankee x J Balvin x Farruko x Anuel AA;99;69;5
"
                June 8, 2019
                ";86;Rising;+9;On My Way To You;Cody Johnson;95;84;14
"
                June 8, 2019
                ";87;Failing;-3;Robbery;Juice WRLD;84;27;15
"
                June 8, 2019
                ";88;Rising;+2;Night Shift;Jon Pardi;90;56;15
"
                June 8, 2019
                ";89;Failing;-16;Who Do You Love;The Chainsmokers Featuring 5 Seconds Of Summer;73;52;16
"
                June 8, 2019
                ";90;Failing;-11;Don't Call Me Up;Mabel;79;66;10
"
                June 8, 2019
                ";91;Failing;-13;Earth;Lil Dicky;78;17;6
"
                June 8, 2019
                ";92;Re-Enter;-;Ocean Eyes;Billie Eilish;-;84;14
"
                June 8, 2019
                ";93;Re-Enter;-;Juice;Lizzo;-;93;2
"
                June 8, 2019
                ";94;New;-;Bacc At It Again;Yella Beezy, Gucci Mane & Quavo;-;94;1
"
                June 8, 2019
                ";95;Rising;+5;Te Robare;Nicky Jam X Ozuna;100;95;3
"
                June 8, 2019
                ";96;New;-;HP;Maluma;-;96;1
"
                June 8, 2019
                ";97;New;-;Rearview Town;Jason Aldean;-;97;1
"
                June 8, 2019
                ";98;Re-Enter;-;Mixed Personalities;YNW Melly Featuring Kanye West;-;42;18
"
                June 8, 2019
                ";99;Re-Enter;-;Paradise;Bazzi;-;91;3
"
                June 8, 2019
                ";100;Failing;-6;Triggered;Jhene Aiko;94;51;3
"
                June 15, 2019
                ";1;Steady;-;Old Town Road;Lil Nas X Featuring Billy Ray Cyrus;1;1;14
"
                June 15, 2019
                ";2;Steady;-;Bad Guy;Billie Eilish;2;2;10
"
                June 15, 2019
                ";3;Steady;-;Talk;Khalid;3;3;17
"
                June 15, 2019
                ";4;Steady;-;I Don't Care;Ed Sheeran & Justin Bieber;4;2;4
"
                June 15, 2019
                ";5;Steady;-;Sucker;Jonas Brothers;5;1;14
"
                June 15, 2019
                ";6;Rising;+1;Wow.;Post Malone;7;2;24
"
                June 15, 2019
                ";7;Failing;-1;Sunflower (Spider-Man: Into The Spider-Verse);Post Malone & Swae Lee;6;1;33
"
                June 15, 2019
                ";8;Rising;+1;Suge;DaBaby;9;8;10
"
                June 15, 2019
                ";9;Failing;-1;Dancing With A Stranger;Sam Smith & Normani;8;7;21
"
                June 15, 2019
                ";10;Steady;-;Sweet But Psycho;Ava Max;10;10;25
"
                June 15, 2019
                ";11;Steady;-;ME!;Taylor Swift Featuring Brendon Urie;11;2;7
"
                June 15, 2019
                ";12;Rising;+1;Without Me;Halsey;13;1;35
"
                June 15, 2019
                ";13;Rising;+1;7 Rings;Ariana Grande;14;1;20
"
                June 15, 2019
                ";14;Rising;+1;If I Can't Have You;Shawn Mendes;15;2;5
"
                June 15, 2019
                ";15;New;-;Never Really Over;Katy Perry;-;15;1
"
                June 15, 2019
                ";16;New;-;Press;Cardi B;-;16;1
"
                June 15, 2019
                ";17;Failing;-5;The London;Young Thug, J. Cole & Travis Scott;12;12;2
"
                June 15, 2019
                ";18;Failing;-2;Happier;Marshmello & Bastille;16;2;42
"
                June 15, 2019
                ";19;Rising;+1;God's Country;Blake Shelton;20;19;10
"
                June 15, 2019
                ";20;Failing;-3;Whiskey Glasses;Morgan Wallen;17;17;14
"
                June 15, 2019
                ";21;Rising;+5;Truth Hurts;Lizzo;26;21;5
"
                June 15, 2019
                ";22;Rising;+5;Pop Out;Polo G Featuring Lil Tjay;27;22;11
"
                June 15, 2019
                ";23;Failing;-4;High Hopes;Panic! At The Disco;19;4;44
"
                June 15, 2019
                ";24;Failing;-2;Con Calma;Daddy Yankee & Katy Perry Featuring Snow;22;22;18
"
                June 15, 2019
                ";25;Failing;-7;Middle Child;J. Cole;18;4;20
"
                June 15, 2019
                ";26;Failing;-2;Eastside;benny blanco, Halsey & Khalid;24;9;47
"
                June 15, 2019
                ";27;Failing;-6;Earfquake;Tyler, The Creator;21;13;3
"
                June 15, 2019
                ";28;Rising;+3;Act Up;City Girls;31;28;14
"
                June 15, 2019
                ";29;Failing;-6;Going Bad;Meek Mill Featuring Drake;23;6;27
"
                June 15, 2019
                ";30;Steady;-;Pure Water;Mustard & Migos;30;23;19
"
                June 15, 2019
                ";31;Failing;-6;Break Up With Your Girlfriend, I'm Bored;Ariana Grande;25;2;17
"
                June 15, 2019
                ";32;Rising;+12;Look What God Gave Her;Thomas Rhett;44;32;14
"
                June 15, 2019
                ";33;Failing;-5;Look Back At It;A Boogie Wit da Hoodie;28;27;26
"
                June 15, 2019
                ";34;Failing;-1;Better;Khalid;33;8;38
"
                June 15, 2019
                ";35;Failing;-3;Sicko Mode;Travis Scott;32;1;44
"
                June 15, 2019
                ";36;Failing;-7;Nightmare;Halsey;29;15;3
"
                June 15, 2019
                ";37;Rising;+4;Rumor;Lee Brice;41;37;13
"
                June 15, 2019
                ";38;Rising;+1;Beer Never Broke My Heart;Luke Combs;39;29;5
"
                June 15, 2019
                ";39;Rising;+1;Hey Look Ma, I Made It;Panic! At The Disco;40;39;8
"
                June 15, 2019
                ";40;Failing;-2;Envy Me;Calboy;38;31;25
"
                June 15, 2019
                ";41;Failing;-5;Good As You;Kane Brown;36;36;15
"
                June 15, 2019
                ";42;Failing;-7;Please Me;Cardi B & Bruno Mars;35;3;16
"
                June 15, 2019
                ";43;Failing;-6;Shallow;Lady Gaga & Bradley Cooper;37;1;36
"
                June 15, 2019
                ";44;Failing;-2;When The Party's Over;Billie Eilish;42;29;30
"
                June 15, 2019
                ";45;Steady;-;Beautiful Crazy;Luke Combs;45;21;30
"
                June 15, 2019
                ";46;Failing;-12;Cross Me;Ed Sheeran Featuring Chance The Rapper & PnB Rock;34;34;2
"
                June 15, 2019
                ";47;Rising;+5;Miss Me More;Kelsea Ballerini;52;47;18
"
                June 15, 2019
                ";48;Failing;-2;Speechless;Dan + Shay;46;24;24
"
                June 15, 2019
                ";49;Failing;-2;Close Friends;Lil Baby;47;28;32
"
                June 15, 2019
                ";50;Rising;+3;Go Loko;YG, Tyga & Jon Z;53;50;5
"
                June 15, 2019
                ";51;Failing;-8;Wish Wish;DJ Khaled Featuring Cardi B & 21 Savage;43;19;3
"
                June 15, 2019
                ";52;Rising;+3;Walk Me Home;P!nk;55;49;14
"
                June 15, 2019
                ";53;Failing;-2;Bury A Friend;Billie Eilish;51;14;19
"
                June 15, 2019
                ";54;New;-;Mother's Daughter;Miley Cyrus;-;54;1
"
                June 15, 2019
                ";55;Rising;+2;Clout;Offset Featuring Cardi B;57;39;9
"
                June 15, 2019
                ";56;Rising;+2;Worth It;YK Osiris;58;52;16
"
                June 15, 2019
                ";57;Rising;+15;Love Someone;Brett Eldredge;72;57;7
"
                June 15, 2019
                ";58;Rising;+12;Someone You Loved;Lewis Capaldi;70;58;4
"
                June 15, 2019
                ";59;Rising;+5;Cool;Jonas Brothers;64;27;9
"
                June 15, 2019
                ";60;Failing;-4;Here With Me;Marshmello Featuring CHVRCHES;56;31;13
"
                June 15, 2019
                ";61;Rising;+2;GIRL;Maren Morris;63;61;14
"
                June 15, 2019
                ";62;Failing;-2;Just Us;DJ Khaled Featuring SZA;60;43;3
"
                June 15, 2019
                ";63;Failing;-15;Easier;5 Seconds Of Summer;48;48;2
"
                June 15, 2019
                ";64;Rising;+10;Knockin' Boots;Luke Bryan;74;64;6
"
                June 15, 2019
                ";65;Failing;-11;Eyes On You;Chase Rice;54;38;16
"
                June 15, 2019
                ";66;Rising;+13;Girls Need Love;Summer Walker X Drake;79;37;15
"
                June 15, 2019
                ";67;New;-;Call You Mine;The Chainsmokers & Bebe Rexha;-;67;1
"
                June 15, 2019
                ";68;Failing;-6;Love Ain't;Eli Young Band;62;50;8
"
                June 15, 2019
                ";69;Failing;-8;Murder On My Mind;YNW Melly;61;14;20
"
                June 15, 2019
                ";70;New;-;The Search;NF;-;70;1
"
                June 15, 2019
                ";71;Failing;-6;Sanguine Paradise;Lil Uzi Vert;65;28;8
"
                June 15, 2019
                ";72;Failing;-3;Before I Let Go;Beyonce;69;65;7
"
                June 15, 2019
                ";73;Failing;-7;Put A Date On It;Yo Gotti Featuring Lil Baby;66;46;19
"
                June 15, 2019
                ";74;Failing;-1;Soltera;Lunay, Daddy Yankee & Bad Bunny;73;73;4
"
                June 15, 2019
                ";75;Rising;+8;All To Myself;Dan + Shay;83;75;5
"
                June 15, 2019
                ";76;Failing;-1;24/7;Meek Mill Featuring Ella Mai;75;54;9
"
                June 15, 2019
                ";77;Failing;-6;Big Ole Freak;Megan Thee Stallion;71;65;9
"
                June 15, 2019
                ";78;Rising;+8;On My Way To You;Cody Johnson;86;78;15
"
                June 15, 2019
                ";79;Failing;-20;Isis;Joyner Lucas Featuring Logic;59;59;2
"
                June 15, 2019
                ";80;Failing;-4;Some Of It;Eric Church;76;76;2
"
                June 15, 2019
                ";81;Failing;-3;Talk You Out Of It;Florida Georgia Line;78;77;16
"
                June 15, 2019
                ";82;Rising;+2;Shotta Flow;NLE Choppa;84;81;7
"
                June 15, 2019
                ";83;Failing;-3;Calma;Pedro Capo X Farruko;80;71;12
"
                June 15, 2019
                ";84;Failing;-17;You Stay;DJ Khaled Featuring Meek Mill, J Balvin, Lil Baby & Jeremih;67;44;3
"
                June 15, 2019
                ";85;Failing;-17;Homicide;Logic Featuring Eminem;68;5;5
"
                June 15, 2019
                ";86;Rising;+6;Ocean Eyes;Billie Eilish;92;84;15
"
                June 15, 2019
                ";87;Steady;-;Robbery;Juice WRLD;87;27;16
"
                June 15, 2019
                ";88;Rising;+9;Rearview Town;Jason Aldean;97;88;2
"
                June 15, 2019
                ";89;Failing;-4;Baila Baila Baila;Ozuna x Daddy Yankee x J Balvin x Farruko x Anuel AA;85;69;6
"
                June 15, 2019
                ";90;Failing;-9;Boy With Luv;BTS Featuring Halsey;81;8;8
"
                June 15, 2019
                ";91;New;-;Shut Up About Politics;John Rich Featuring The Five;-;91;1
"
                June 15, 2019
                ";92;New;-;La La Land;Bryce Vine Featuring YG;-;92;1
"
                June 15, 2019
                ";93;New;-;Ran$om;Lil Tecca;-;93;1
"
                June 15, 2019
                ";94;New;-;Under Enemy Arms;Trippie Redd;-;94;1
"
                June 15, 2019
                ";95;Failing;-13;Racks In The Middle;Nipsey Hussle Featuring Roddy Ricch & Hit-Boy;82;26;10
"
                June 15, 2019
                ";96;Failing;-1;Te Robare;Nicky Jam X Ozuna;95;95;4
"
                June 15, 2019
                ";97;New;-;Raised On Country;Chris Young;-;97;1
"
                June 15, 2019
                ";98;Failing;-4;Bacc At It Again;Yella Beezy, Gucci Mane & Quavo;94;94;2
"
                June 15, 2019
                ";99;New;-;Trampoline;SHAED;-;99;1
"
                June 15, 2019
                ";100;Failing;-12;Night Shift;Jon Pardi;88;56;16
"
                June 22, 2019
                ";1;Steady;-;Old Town Road;Lil Nas X Featuring Billy Ray Cyrus;1;1;15
"
                June 22, 2019
                ";2;Steady;-;Bad Guy;Billie Eilish;2;2;11
"
                June 22, 2019
                ";3;Steady;-;Talk;Khalid;3;3;18
"
                June 22, 2019
                ";4;Rising;+1;Sucker;Jonas Brothers;5;1;15
"
                June 22, 2019
                ";5;Failing;-1;I Don't Care;Ed Sheeran & Justin Bieber;4;2;5
"
                June 22, 2019
                ";6;Steady;-;Wow.;Post Malone;6;2;25
"
                June 22, 2019
                ";7;Steady;-;Sunflower (Spider-Man: Into The Spider-Verse);Post Malone & Swae Lee;7;1;34
"
                June 22, 2019
                ";8;Steady;-;Suge;DaBaby;8;8;11
"
                June 22, 2019
                ";9;New;-;No Guidance;Chris Brown Featuring Drake;-;9;1
"
                June 22, 2019
                ";10;Failing;-1;Dancing With A Stranger;Sam Smith & Normani;9;7;22
"
                June 22, 2019
                ";11;Rising;+11;Pop Out;Polo G Featuring Lil Tjay;22;11;12
"
                June 22, 2019
                ";12;Rising;+2;If I Can't Have You;Shawn Mendes;14;2;6
"
                June 22, 2019
                ";13;Failing;-3;Sweet But Psycho;Ava Max;10;10;26
"
                June 22, 2019
                ";14;Failing;-3;ME!;Taylor Swift Featuring Brendon Urie;11;2;8
"
                June 22, 2019
                ";15;Failing;-3;Without Me;Halsey;12;1;36
"
                June 22, 2019
                ";16;Failing;-3;7 Rings;Ariana Grande;13;1;21
"
                June 22, 2019
                ";17;Rising;+4;Truth Hurts;Lizzo;21;17;6
"
                June 22, 2019
                ";18;Steady;-;Happier;Marshmello & Bastille;18;2;43
"
                June 22, 2019
                ";19;Steady;-;God's Country;Blake Shelton;19;19;11
"
                June 22, 2019
                ";20;Steady;-;Whiskey Glasses;Morgan Wallen;20;17;15
"
                June 22, 2019
                ";21;Rising;+2;High Hopes;Panic! At The Disco;23;4;45
"
                June 22, 2019
                ";22;Rising;+16;Beer Never Broke My Heart;Luke Combs;38;22;6
"
                June 22, 2019
                ";23;Rising;+1;Con Calma;Daddy Yankee & Katy Perry Featuring Snow;24;22;19
"
                June 22, 2019
                ";24;Failing;-7;The London;Young Thug, J. Cole & Travis Scott;17;12;3
"
                June 22, 2019
                ";25;Steady;-;Middle Child;J. Cole;25;4;21
"
                June 22, 2019
                ";26;Rising;+2;Act Up;City Girls;28;26;15
"
                June 22, 2019
                ";27;Failing;-1;Eastside;benny blanco, Halsey & Khalid;26;9;48
"
                June 22, 2019
                ";28;Failing;-13;Never Really Over;Katy Perry;15;15;2
"
                June 22, 2019
                ";29;Rising;+1;Pure Water;Mustard & Migos;30;23;20
"
                June 22, 2019
                ";30;Failing;-3;Earfquake;Tyler, The Creator;27;13;4
"
                June 22, 2019
                ";31;Rising;+8;Hey Look Ma, I Made It;Panic! At The Disco;39;31;9
"
                June 22, 2019
                ";32;Failing;-3;Going Bad;Meek Mill Featuring Drake;29;6;28
"
                June 22, 2019
                ";33;Rising;+15;Speechless;Dan + Shay;48;24;25
"
                June 22, 2019
                ";34;Rising;+9;Shallow;Lady Gaga & Bradley Cooper;43;1;37
"
                June 22, 2019
                ";35;Failing;-1;Better;Khalid;34;8;39
"
                June 22, 2019
                ";36;Rising;+1;Rumor;Lee Brice;37;36;14
"
                June 22, 2019
                ";37;Failing;-6;Break Up With Your Girlfriend, I'm Bored;Ariana Grande;31;2;18
"
                June 22, 2019
                ";38;Failing;-3;Sicko Mode;Travis Scott;35;1;45
"
                June 22, 2019
                ";39;Failing;-7;Look What God Gave Her;Thomas Rhett;32;32;15
"
                June 22, 2019
                ";40;Failing;-7;Look Back At It;A Boogie Wit da Hoodie;33;27;27
"
                June 22, 2019
                ";41;Failing;-1;Envy Me;Calboy;40;31;26
"
                June 22, 2019
                ";42;Rising;+2;When The Party's Over;Billie Eilish;44;29;31
"
                June 22, 2019
                ";43;Failing;-7;Nightmare;Halsey;36;15;4
"
                June 22, 2019
                ";44;Rising;+15;Cool;Jonas Brothers;59;27;10
"
                June 22, 2019
                ";45;Steady;-;Beautiful Crazy;Luke Combs;45;21;31
"
                June 22, 2019
                ";46;Failing;-5;Good As You;Kane Brown;41;36;16
"
                June 22, 2019
                ";47;Failing;-31;Press;Cardi B;16;16;2
"
                June 22, 2019
                ";48;Rising;+1;Close Friends;Lil Baby;49;28;33
"
                June 22, 2019
                ";49;Failing;-3;Cross Me;Ed Sheeran Featuring Chance The Rapper & PnB Rock;46;34;3
"
                June 22, 2019
                ";50;Steady;-;Go Loko;YG, Tyga & Jon Z;50;50;6
"
                June 22, 2019
                ";51;Failing;-9;Please Me;Cardi B & Bruno Mars;42;3;17
"
                June 22, 2019
                ";52;Rising;+5;Love Someone;Brett Eldredge;57;52;8
"
                June 22, 2019
                ";53;Rising;+2;Clout;Offset Featuring Cardi B;55;39;10
"
                June 22, 2019
                ";54;Rising;+2;Worth It;YK Osiris;56;52;17
"
                June 22, 2019
                ";55;Rising;+3;Someone You Loved;Lewis Capaldi;58;55;5
"
                June 22, 2019
                ";56;Failing;-9;Miss Me More;Kelsea Ballerini;47;47;19
"
                June 22, 2019
                ";57;Failing;-5;Walk Me Home;P!nk;52;49;15
"
                June 22, 2019
                ";58;Failing;-5;Bury A Friend;Billie Eilish;53;14;20
"
                June 22, 2019
                ";59;Rising;+2;GIRL;Maren Morris;61;59;15
"
                June 22, 2019
                ";60;Rising;+2;Just Us;DJ Khaled Featuring SZA;62;43;4
"
                June 22, 2019
                ";61;Rising;+3;Knockin' Boots;Luke Bryan;64;61;7
"
                June 22, 2019
                ";62;New;-;Even Though I'm Leaving;Luke Combs;-;62;1
"
                June 22, 2019
                ";63;Steady;-;Easier;5 Seconds Of Summer;63;48;3
"
                June 22, 2019
                ";64;Rising;+2;Girls Need Love;Summer Walker X Drake;66;37;16
"
                June 22, 2019
                ";65;Rising;+28;Ran$om;Lil Tecca;93;65;2
"
                June 22, 2019
                ";66;New;-;The Git Up;Blanco Brown;-;66;1
"
                June 22, 2019
                ";67;Rising;+9;24/7;Meek Mill Featuring Ella Mai;76;54;10
"
                June 22, 2019
                ";68;Rising;+20;Rearview Town;Jason Aldean;88;68;3
"
                June 22, 2019
                ";69;New;-;Callaita;Bad Bunny & Tainy;-;69;1
"
                June 22, 2019
                ";70;Failing;-19;Wish Wish;DJ Khaled Featuring Cardi B & 21 Savage;51;19;4
"
                June 22, 2019
                ";71;Rising;+4;All To Myself;Dan + Shay;75;71;6
"
                June 22, 2019
                ";72;Failing;-7;Eyes On You;Chase Rice;65;38;17
"
                June 22, 2019
                ";73;Failing;-1;Before I Let Go;Beyonce;72;65;8
"
                June 22, 2019
                ";74;Rising;+6;Some Of It;Eric Church;80;74;3
"
                June 22, 2019
                ";75;Failing;-15;Here With Me;Marshmello Featuring CHVRCHES;60;31;14
"
                June 22, 2019
                ";76;Failing;-5;Sanguine Paradise;Lil Uzi Vert;71;28;9
"
                June 22, 2019
                ";77;Failing;-3;Soltera;Lunay, Daddy Yankee & Bad Bunny;74;73;5
"
                June 22, 2019
                ";78;Rising;+3;Talk You Out Of It;Florida Georgia Line;81;77;17
"
                June 22, 2019
                ";79;Failing;-6;Put A Date On It;Yo Gotti Featuring Lil Baby;73;46;20
"
                June 22, 2019
                ";80;Failing;-12;Love Ain't;Eli Young Band;68;50;9
"
                June 22, 2019
                ";81;Rising;+1;Shotta Flow;NLE Choppa;82;81;8
"
                June 22, 2019
                ";82;Rising;+1;Calma;Pedro Capo X Farruko;83;71;13
"
                June 22, 2019
                ";83;New;-;Heaven;Avicii;-;83;1
"
                June 22, 2019
                ";84;Failing;-17;Call You Mine;The Chainsmokers & Bebe Rexha;67;67;2
"
                June 22, 2019
                ";85;Rising;+1;Ocean Eyes;Billie Eilish;86;84;16
"
                June 22, 2019
                ";86;Failing;-9;Big Ole Freak;Megan Thee Stallion;77;65;10
"
                June 22, 2019
                ";87;New;-;Please Tell Me;Future;-;87;1
"
                June 22, 2019
                ";88;Failing;-10;On My Way To You;Cody Johnson;78;78;16
"
                June 22, 2019
                ";89;Rising;+10;Trampoline;SHAED;99;89;2
"
                June 22, 2019
                ";90;Rising;+7;Raised On Country;Chris Young;97;90;2
"
                June 22, 2019
                ";91;Rising;+5;Te Robare;Nicky Jam X Ozuna;96;91;5
"
                June 22, 2019
                ";92;New;-;Amor Genuino;Ozuna;-;92;1
"
                June 22, 2019
                ";93;New;-;Only Human;Jonas Brothers;-;93;1
"
                June 22, 2019
                ";94;Rising;+4;Bacc At It Again;Yella Beezy, Gucci Mane & Quavo;98;94;3
"
                June 22, 2019
                ";95;Failing;-3;La La Land;Bryce Vine Featuring YG;92;92;2
"
                June 22, 2019
                ";96;Failing;-9;Robbery;Juice WRLD;87;27;17
"
                June 22, 2019
                ";97;Failing;-8;Baila Baila Baila;Ozuna x Daddy Yankee x J Balvin x Farruko x Anuel AA;89;69;7
"
                June 22, 2019
                ";98;New;-;XanaX Damage;Future;-;98;1
"
                June 22, 2019
                ";99;New;-;Government Official;Future;-;99;1
"
                June 22, 2019
                ";100;New;-;Otro Trago;Sech, Darell, Nicky Jam, Ozuna & Anuel AA;-;100;1
"
                June 29, 2019
                ";1;Steady;-;Old Town Road;Lil Nas X Featuring Billy Ray Cyrus;1;1;16
"
                June 29, 2019
                ";2;New;-;You Need To Calm Down;Taylor Swift;-;2;1
"
                June 29, 2019
                ";3;Failing;-1;Bad Guy;Billie Eilish;2;2;12
"
                June 29, 2019
                ";4;Failing;-1;Talk;Khalid;3;3;19
"
                June 29, 2019
                ";5;Steady;-;I Don't Care;Ed Sheeran & Justin Bieber;5;2;6
"
                June 29, 2019
                ";6;Failing;-2;Sucker;Jonas Brothers;4;1;16
"
                June 29, 2019
                ";7;New;-;Money In The Grave;Drake Featuring Rick Ross;-;7;1
"
                June 29, 2019
                ";8;Failing;-2;Wow.;Post Malone;6;2;26
"
                June 29, 2019
                ";9;Failing;-1;Suge;DaBaby;8;8;12
"
                June 29, 2019
                ";10;Failing;-1;No Guidance;Chris Brown Featuring Drake;9;9;2
"
                June 29, 2019
                ";11;Failing;-4;Sunflower (Spider-Man: Into The Spider-Verse);Post Malone & Swae Lee;7;1;35
"
                June 29, 2019
                ";12;Failing;-2;Dancing With A Stranger;Sam Smith & Normani;10;7;23
"
                June 29, 2019
                ";13;Failing;-1;If I Can't Have You;Shawn Mendes;12;2;7
"
                June 29, 2019
                ";14;Rising;+3;Truth Hurts;Lizzo;17;14;7
"
                June 29, 2019
                ";15;Failing;-1;ME!;Taylor Swift Featuring Brendon Urie;14;2;9
"
                June 29, 2019
                ";16;Failing;-1;Without Me;Halsey;15;1;37
"
                June 29, 2019
                ";17;Failing;-4;Sweet But Psycho;Ava Max;13;10;27
"
                June 29, 2019
                ";18;Failing;-7;Pop Out;Polo G Featuring Lil Tjay;11;11;13
"
                June 29, 2019
                ";19;Failing;-3;7 Rings;Ariana Grande;16;1;22
"
                June 29, 2019
                ";20;Failing;-2;Happier;Marshmello & Bastille;18;2;44
"
                June 29, 2019
                ";21;Failing;-2;God's Country;Blake Shelton;19;19;12
"
                June 29, 2019
                ";22;Failing;-2;Whiskey Glasses;Morgan Wallen;20;17;16
"
                June 29, 2019
                ";23;Failing;-2;High Hopes;Panic! At The Disco;21;4;46
"
                June 29, 2019
                ";24;Rising;+7;Hey Look Ma, I Made It;Panic! At The Disco;31;24;10
"
                June 29, 2019
                ";25;Rising;+11;Rumor;Lee Brice;36;25;15
"
                June 29, 2019
                ";26;Failing;-2;The London;Young Thug, J. Cole & Travis Scott;24;12;4
"
                June 29, 2019
                ";27;Failing;-4;Con Calma;Daddy Yankee & Katy Perry Featuring Snow;23;22;20
"
                June 29, 2019
                ";28;Failing;-6;Beer Never Broke My Heart;Luke Combs;22;22;7
"
                June 29, 2019
                ";29;Failing;-1;Never Really Over;Katy Perry;28;15;3
"
                June 29, 2019
                ";30;Failing;-5;Middle Child;J. Cole;25;4;22
"
                June 29, 2019
                ";31;Failing;-4;Eastside;benny blanco, Halsey & Khalid;27;9;49
"
                June 29, 2019
                ";32;Failing;-6;Act Up;City Girls;26;26;16
"
                June 29, 2019
                ";33;Failing;-4;Pure Water;Mustard & Migos;29;23;21
"
                June 29, 2019
                ";34;Failing;-2;Going Bad;Meek Mill Featuring Drake;32;6;29
"
                June 29, 2019
                ";35;New;-;Omerta;Drake;-;35;1
"
                June 29, 2019
                ";36;Failing;-6;Earfquake;Tyler, The Creator;30;13;5
"
                June 29, 2019
                ";37;Rising;+2;Look What God Gave Her;Thomas Rhett;39;32;16
"
                June 29, 2019
                ";38;Failing;-3;Better;Khalid;35;8;40
"
                June 29, 2019
                ";39;Failing;-5;Shallow;Lady Gaga & Bradley Cooper;34;1;38
"
                June 29, 2019
                ";40;Steady;-;Look Back At It;A Boogie Wit da Hoodie;40;27;28
"
                June 29, 2019
                ";41;Failing;-4;Break Up With Your Girlfriend, I'm Bored;Ariana Grande;37;2;19
"
                June 29, 2019
                ";42;Failing;-4;Sicko Mode;Travis Scott;38;1;46
"
                June 29, 2019
                ";43;Failing;-10;Speechless;Dan + Shay;33;24;26
"
                June 29, 2019
                ";44;Failing;-1;Nightmare;Halsey;43;15;5
"
                June 29, 2019
                ";45;Failing;-3;When The Party's Over;Billie Eilish;42;29;32
"
                June 29, 2019
                ";46;Rising;+3;Cross Me;Ed Sheeran Featuring Chance The Rapper & PnB Rock;49;34;4
"
                June 29, 2019
                ";47;Failing;-6;Envy Me;Calboy;41;31;27
"
                June 29, 2019
                ";48;Failing;-2;Good As You;Kane Brown;46;36;17
"
                June 29, 2019
                ";49;Rising;+1;Go Loko;YG, Tyga & Jon Z;50;49;7
"
                June 29, 2019
                ";50;Failing;-6;Cool;Jonas Brothers;44;27;11
"
                June 29, 2019
                ";51;Rising;+15;The Git Up;Blanco Brown;66;51;2
"
                June 29, 2019
                ";52;Rising;+13;Ran$om;Lil Tecca;65;52;3
"
                June 29, 2019
                ";53;Rising;+7;Just Us;DJ Khaled Featuring SZA;60;43;5
"
                June 29, 2019
                ";54;Rising;+1;Someone You Loved;Lewis Capaldi;55;54;6
"
                June 29, 2019
                ";55;Rising;+2;Walk Me Home;P!nk;57;49;16
"
                June 29, 2019
                ";56;Failing;-2;Worth It;YK Osiris;54;52;18
"
                June 29, 2019
                ";57;Failing;-6;Please Me;Cardi B & Bruno Mars;51;3;18
"
                June 29, 2019
                ";58;Failing;-5;Clout;Offset Featuring Cardi B;53;39;11
"
                June 29, 2019
                ";59;Rising;+2;Knockin' Boots;Luke Bryan;61;59;8
"
                June 29, 2019
                ";60;Failing;-13;Press;Cardi B;47;16;3
"
                June 29, 2019
                ";61;Failing;-2;GIRL;Maren Morris;59;59;16
"
                June 29, 2019
                ";62;Rising;+1;Easier;5 Seconds Of Summer;63;48;4
"
                June 29, 2019
                ";63;Rising;+4;24/7;Meek Mill Featuring Ella Mai;67;54;11
"
                June 29, 2019
                ";64;Steady;-;Girls Need Love;Summer Walker X Drake;64;37;17
"
                June 29, 2019
                ";65;Rising;+9;Some Of It;Eric Church;74;65;4
"
                June 29, 2019
                ";66;Rising;+5;All To Myself;Dan + Shay;71;66;7
"
                June 29, 2019
                ";67;Rising;+14;Shotta Flow;NLE Choppa;81;67;9
"
                June 29, 2019
                ";68;Rising;+1;Callaita;Bad Bunny & Tainy;69;68;2
"
                June 29, 2019
                ";69;Failing;-1;Rearview Town;Jason Aldean;68;68;4
"
                June 29, 2019
                ";70;Failing;-14;Miss Me More;Kelsea Ballerini;56;47;20
"
                June 29, 2019
                ";71;Failing;-19;Love Someone;Brett Eldredge;52;52;9
"
                June 29, 2019
                ";72;Rising;+1;Before I Let Go;Beyonce;73;65;9
"
                June 29, 2019
                ";73;Rising;+5;Talk You Out Of It;Florida Georgia Line;78;73;18
"
                June 29, 2019
                ";74;Failing;-4;Wish Wish;DJ Khaled Featuring Cardi B & 21 Savage;70;19;5
"
                June 29, 2019
                ";75;New;-;Down Bad;Dreamville Featuring JID, Bas, J. Cole, EARTHGANG & Young Nudy;-;75;1
"
                June 29, 2019
                ";76;Failing;-4;Eyes On You;Chase Rice;72;38;18
"
                June 29, 2019
                ";77;Steady;-;Soltera;Lunay, Daddy Yankee & Bad Bunny;77;73;6
"
                June 29, 2019
                ";78;Failing;-2;Sanguine Paradise;Lil Uzi Vert;76;28;10
